method 1
Large
method 2
Large
0.338360339		0.249511957
0.000280482		1.77E-08
0.011611209		2.82E-03
0.343360275		0.066480741
1.24E-05		0.001402664
0.059130736		0.018747382
0.002694939		0.013453349
1.84E-06		5.00E-07
0.048924796		0.08347933
0.775293827		5.59E-03
0.215525195		0.137590766
3.82E-11		4.71E-10
0.398252159		0.254956871
0.177452639		5.79E-01
6.31E-05		1.59E-07
0.026733967		0.024601316
0.253145099		8.91E-03
0.008042791		0.018041227
2.21E-05		8.26E-03
0.209263593		0.173298016
0.153196588		0.004334501
0.146174446		3.39E-02
4.40E-01		0.039586723
0.415973961		2.22E-01
6.47E-05		8.81E-05
0.002937447		4.84E-06
0.032331113		0.002564187
9.90E-01		9.33E-01
0.004269747		3.63E-04
0.019840786		5.54E-02
2.76E-05		5.69E-11
5.34E-06		1.95E-05
0.066743515		8.89E-03
0.483771205		0.187325418
0.002657306		0.000980572
0.585741401		1.46E-01
9.49E-06		6.40E-07
0.052111629		0.005177372
0.045892335		0.000323539
0.011384442		0.002185825
0.011212901		0.005903402
0.000841475		1.01E-04
0.382741153		0.249660954
2.29E-06		3.68E-07
0.002726271		0.119128168
0.003389334		0.040801231
0.898534477		0.854630768
2.91E-06		0.0003246
0.358357251		0.224987179
0.428674906		0.134969756
2.31E-04		0.014697833
0.002647845		0.046730023
0.003109548		0.000766607
0.00104849		0.005262789
0.958014607		0.513378501
0.000193708		0.002038408
0.002438361		0.006778391
0.001053929		0.000999893
0.294649929		0.681102693
0.001042208		0.007880241
0.001468506		0.148610115
2.60E-05		0.004662227
0.03510632		0.02509982
1.31E-08		0.00017198
0.0057518		0.329880774
5.95E-03		0.034875747
1.18E-05		6.10E-05
1.41E-05		0.017539335
1.07E-05		0.014315725
0.845141709		0.856609762
0.118451178		0.411810428
0.116572455		0.028904555
0.00287045		0.008640358
0.011700148		0.307412118
0.00052398		0.004695151
0.000165823		0.001020008
0.462452024		0.014860724
7.38E-06		9.67E-06
0.083856165		0.012495559
0.955119491		0.334418118
0.009106371		0.122110307
1.23E-08		0.000371583
2.80E-18		2.49E-08
0.000800239		0.008125359
1.24E-06		0.024025343
0.020049207		0.097057857
1.05E-05		6.25E-05
4.21E-08		6.87E-06
0.99210757		0.690033317
1.66E-05		2.25E-03
0.003018218		1.66E-01
0.267733991		0.173070654
0.000160336		0.000377319
0.294079393		3.51E-01
1.45E-08		0.000219696
